filename,dc.creator,dc.title,dc.relation.ispartof,dc.publisher,dc.date.issued,dc.description.tableofcontents,dc.subject,dc.subject.lcsh,dc.subject.nalt,dc.description,dc.language,dc.type,dc.format,dc.coverage.spatial,dc.audience
L1172a,"Sartin, Marvin O.",Economics of Profitable Southern Pea Production.,Leaflet / Texas Agricultural Extension Service; no. 1172a.,Texas Agricultural Extension Service,1979,,,,cowpeas|| crop production|| costs and returns|| accounting|| economic analysis||,6 pg,,article,,Texas,
L1179,"Chenoweth, Lillian",Decisions About Dishwashers.,Leaflet / Texas Agricultural Extension Service; no. 1179.,Texas Agricultural Extension Service,1978,,FAQs||,,dishwashers|| varieties|| household equipment||,4 pg,,article,,Texas,
L1180,"McCormack, Linda",Washers.,Leaflet / Texas Agricultural Extension Service; no. 1180.,Texas Agricultural Extension Service,1978,,,,washing|| laundry|| household equipment||,4 pg,,article,,Texas,
L1181,"McCormack, Linda",Dryers.,Leaflet / Texas Agricultural Extension Service; no. 1181.,Texas Agricultural Extension Service,1978,,,,dryers|| laundry|| household equipment||,4 pg,,article,,Texas,
L1202,"Culp, Becky",Stain Removal Chart For Washable Clothing.,Leaflet / Texas Agricultural Extension Service; no. 1202.,Texas Agricultural Extension Service,1977,,,,stain removal|| household cleaning|| fabrics||,3 pg,,article,,Texas,
L1202,"Saunders, Becky",Stain Removal Chart For Washable Clothing.,Leaflet / Texas Agricultural Extension Service; no. 1202.,Texas Agricultural Extension Service,1982,,,,stain removal|| household cleaning|| fabrics||,3 pg,,article,,Texas,
L1202,"Saunders, Becky",Stain Removal Chart For Washable Clothing.,Leaflet / Texas Agricultural Extension Service; no. 1202.,Texas Agricultural Extension Service,1984,,,,stain removal|| household cleaning|| fabrics||,3 pg,,article,,Texas,
L1205,"Cotner, Sam|| Larsen, John",A Planning Guide for Your Home Garden.,Leaflet / Texas Agricultural Extension Service; no. 1205.,Texas Agricultural Extension Service,1981,,,,home gardens|| planning|| guidelines|| varieties|| vegetables||,4 pg,,article,,Texas,
L1210,"Johnson, Sterling K.",Ich Disease of Fishes.,Leaflet / Texas Agricultural Extension Service; no. 1210.,Texas Agricultural Extension Service,1980,,,,fish diseases|| Ichthyophthirius multifiliis|| parasites|| disease control||,4 pg,,article,,Texas,
L1219,"Anonymous,",Suggestions for Controlling Cotton Insects in the Texas Blacklands.,Leaflet / Texas Agricultural Extension Service; no. 1219.,Texas Agricultural Extension Service,1977,,,,insect control|| cotton|| Pectinophora gossypiella|| insecticides|| application timing|| application methods|| application rate|| dusting|| spraying|| pesticide mixtures|| beneficial insects|| insecticide resistance|| Anthonomus grandis||,7 pg,,article,,Texas,
L1219,"Anonymous,",Suggestions for Controlling Cotton Insects in the Texas Blacklands.,Leaflet / Texas Agricultural Extension Service; no. 1219.,Texas Agricultural Extension Service,1978,,,,insect control|| cotton|| Pectinophora gossypiella|| insecticides|| application timing|| application methods|| application rate|| dusting|| spraying|| pesticide mixtures|| beneficial insects|| insecticide resistance|| Anthonomus grandis||,7 pg,,article,,Texas,
L1222,"Stewart, J. W.",Texas Leaf Cutting Ant.,Leaflet / Texas Agricultural Extension Service; no. 1222.,Texas Agricultural Extension Service,1982,,,,leaf-cutting ants|| animal characteristics|| pest control|| control methods||,4 pg,,article,,Texas,
L1229,"Lawrence, Charles E.|| Gilmartin, John A.",Your Texas County Treasurer In Action.,Leaflet / Texas Agricultural Extension Service; no. 1229.,Texas Agricultural Extension Service,1978,,treasurer||,,local government||,6 pg,,article,,Texas,
L1229,"Gilmartin, John A.|| Rothe, Joe M.",Your Texas County Treasurer In Action.,Leaflet / Texas Agricultural Extension Service; no. 1229.,Texas Agricultural Extension Service,1985,,treasurer||,,local government||,6 pg,,article,,Texas,
L1240,"McCormack, Linda",Ranges.,Leaflet / Texas Agricultural Extension Service; no. 1240.,Texas Agricultural Extension Service,1979,,,,cooking stoves|| varieties|| kitchen equipment||,4 pg,,article,,Texas,
L1241,"McCormack, Linda|| White, Lynn",Microwave Appliances.,Leaflet / Texas Agricultural Extension Service; no. 1241.,Texas Agricultural Extension Service,1977,,,,kitchen equipment|| microwave ovens||,4 pg,,article,,Texas,
L1242,Anonymous,Brined Pickles.,Leaflet / Texas Agricultural Extension Service; no. 1242.,Texas Agricultural Extension Service,1981,,,,brining|| pickles|| pickling|| recipes||,4 pg,,article,,Texas,
L1244,"Gilstrap, Frank E.|| Hoelscher, Clifford E.",Destructive Mites in the Garden and Home Landscape.,Leaflet / Texas Agricultural Extension Service; no. 1244.,Texas Agricultural Extension Service,1977,,,,Tetranychidae|| home gardens|| mite control|| varieties||,6 pg,,article,,Texas,
L1244,"Hamman, Philip J.|| McIlveen, Garland",Destructive Mites in the Garden and Home Landscape.,Leaflet / Texas Agricultural Extension Service; no. 1244.,Texas Agricultural Extension Service,1983,,,,Tetranychidae|| home gardens|| mite control|| varieties||,6 pg,,article,,Texas,
L1248,"Anonymous,",What is The V. G. Young Institute of County Government at Texas A&M University?,Leaflet / Texas Agricultural Extension Service; no. 1248.,Texas Agricultural Extension Service,1982,,county officials||,,local government||,6 pg,,article,,Texas,
L1248,"Anonymous,",What is The V. G. Young Institute of County Government at Texas A&M University?,Leaflet / Texas Agricultural Extension Service; no. 1248.,Texas Agricultural Extension Service,1998,,county officials||,,local government||,6 pg,,article,,Texas,
L1296,"Anonymous,",Sea Prudente Cuando Compra Frutas y Vegetales Enlatados.,Leaflet / Texas Agricultural Extension Service; no. 1296.,Texas Agricultural Extension Service,1978,,,,fruta (alimentos)|| verduras|| compra de alimentos||,2 pg,Spanish,article,,Texas,
L1302,"Sweeten, John M.",Environmental Protection Requirements for Swine Operations.,Leaflet / Texas Agricultural Extension Service; no. 1302.,Texas Agricultural Extension Service,1979,,,,environmental protection|| swine|| pollution control|| ,4 pg,,article,,Texas,
L1311,"Davis, James T.",Raising Crickets for Fish Bait.,Leaflet / Texas Agricultural Extension Service; no. 1311.,Texas Agricultural Extension Service,1977,,bait||,,Gryllidae|| life cycle|| rearing||,4 pg,,article,,Texas,
L1319,"Ramsey, Charles W.",Hobby Tanning of Deer Hides and Small Fur Skins.,Leaflet / Texas Agricultural Extension Service; no. 1319.,Texas Agricultural Extension Service,1983,,,,hides and skins|| tanning|| ,6 pg,,article,,Texas,
L1330,"McWhorter, Mike",Sod Webworm Control in Lawns.,Leaflet / Texas Agricultural Extension Service; no. 1330.,Texas Agricultural Extension Service,1979,,sod webworm||,,pest control|| control methods||,2 pg,,article,,Texas,
L1330,"Brewer, Beverly S.",Sod Webworm Control in Lawns.,Leaflet / Texas Agricultural Extension Service; no. 1330.,Texas Agricultural Extension Service,1988,,sod webworm||,,pest control|| control methods||,2 pg,,article,,Texas,
L1333,"Price, Jack D.",Hydrogen Cyanide Safety Tips.,Leaflet / Texas Agricultural Extension Service; no. 1333.,Texas Agricultural Extension Service,1980,,,,hydrogen cyanide|| human health and safety|| ,5 pg,,article,,Texas,
L1340,"Sweeten, John M.",Feedlot Dust Control.,Leaflet / Texas Agricultural Extension Service; no. 1340.,Texas Agricultural Extension Service,1982,,,,feedlots|| dust control|| cattle|| animal manure management||,8 pg,,article,,Texas,
L1345,"Reasonover, Frances L.|| Chenoweth, Lillian",When Your Home Freezer Stops.,Leaflet / Texas Agricultural Extension Service; no. 1345.,Texas Agricultural Extension Service,1977,,,,freezers|| disaster preparedness||,2 pg,,article,,Texas,
L1351,"Thornberry, Fredrick D.|| Cawley, William O.|| Hooge, Danny M.",Rodent Control on Poultry Farms.,Leaflet / Texas Agricultural Extension Service; no. 1351.,Texas Agricultural Extension Service,1981,,,,rodent control|| poultry housing|| baits||,4 pg,,article,,Texas,
L1351,"Thornberry, Fred D.",Pest Control on Poultry Farms.,Leaflet / Texas Agricultural Extension Service; no. 1351.,Texas Agricultural Extension Service,1995,,,,pest control|| poultry housing|| baits||,2 pg,,article,,Texas,
L1352,"Chenoweth, Lillian",Your Family Spending Plan.,Leaflet / Texas Agricultural Extension Service; no. 1352.,Texas Agricultural Extension Service,1979,,budgeting||,,family resource management|| planning||,4 pg,,article,,Texas,
L1352,"Anonymous,",Using Your Spending Plan.,Leaflet / Texas Agricultural Extension Service; no. 1352.,Texas Agricultural Extension Service,1980,,budgeting||,,family resource management|| planning||,2 pg,,article,,Texas,
L1352,"Anonymous,",Your Family Spending Plan.,Leaflet / Texas Agricultural Extension Service; no. 1352.,Texas Agricultural Extension Service,1982,,budgeting||,,family resource management|| planning||,4 pg,,article,,Texas,
L1369,"Groff, Jack L.|| Kensing, Robert H.",Factors Affecting Profitable Angora Goat Production in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1369.,Texas Agricultural Extension Service,1980,,,,Angora (goat breed)|| animal production||,4 pg,,article,,Texas,
L1372,"Duble, Richard L.",Lawn Care.,Leaflet / Texas Agricultural Extension Service; no. 1372.,Texas Agricultural Extension Service,1977,,,,turf management|| weed control|| chemical control|| insect control||,4 pg,,article,,Texas,
L1372,"Duble, Richard L.",Lawn Care.,Leaflet / Texas Agricultural Extension Service; no. 1372.,Texas Agricultural Extension Service,1986,,,,turf management|| weed control|| chemical control|| insect control||,4 pg,,article,,Texas,
L1372,"Duble, Richard L.",Lawn Care.,Leaflet / Texas Agricultural Extension Service; no. 1372.,Texas Agricultural Extension Service,1990,,,,turf management|| weed control|| chemical control|| insect control||,4 pg,,article,,Texas,
L1377,"Bourland, Lynn",Seniors Think About…Hatching Their Nest Egg.,Leaflet / Texas Agricultural Extension Service; no. 1377.,Texas Agricultural Extension Service,1975,,,,elderly|| retirement income|| financial planning|| family resource management||,5 pg,,article,,Texas,
L1403,"Hamman, Philip J.",Ticks Attacking Humans.,Leaflet / Texas Agricultural Extension Service; no. 1403.,Texas Agricultural Extension Service,1983,,,,ticks|| tick infestations|| tick bites|| pest control||,4 pg,,article,,Texas,
L1403,"Hamman, Philip J.",Ticks Attacking Humans.,Leaflet / Texas Agricultural Extension Service; no. 1403.,Texas Agricultural Extension Service,1985,,,,ticks|| tick infestations|| tick bites|| pest control||,4 pg,,article,,Texas,
L1442,"Anonymous,",Home Canning Equipment.,Leaflet / Texas Agricultural Extension Service; no. 1442.,Texas Agricultural Extension Service,1985,,,,canning|| home food preservation|| ,2 pg,,article,,Texas,
L1450,"Wagner, Al|| Cotner, Sam",Harvesting and Handling Vegetables.,Leaflet / Texas Agricultural Extension Service; no. 1450.,Texas Agricultural Extension Service,1985,,,,harvesting|| vegetables|| ,4 pg,,article,,Texas,
L1452,"Sweeten, Mary K.",Revised Recommended Dietary Allowances.,Leaflet / Texas Agricultural Extension Service; no. 1452.,Texas Agricultural Extension Service,1980,,,,Dietary Guidelines|| dietary recommendations|| dietary minerals|| ,4 pg,,article,,Texas,
L1459,"Sweeten, Mary K.",Alimentese Bien Por Menos Dinero Con el Grupo de la Carne.,Leaflet / Texas Agricultural Extension Service; no. 1459.,Texas Agricultural Extension Service,1984,,,,compra de alimentos|| grupos alimentarios|| carne|| recetas||,4 pg,Spanish,article,,Texas,
L1464,"McCraw, Dean|| Menges, Terry|| Parsons, Jerry|| Roberts, Roland|| Peavy, W. S.|| Cotner, Sam|| Longbrake, Tom|| Hartz, Tim",Keys to Profitable Sweet Corn Production for Wholesale and Direct Sales Markets.,Leaflet / Texas Agricultural Extension Service; no. 1464.,Texas Agricultural Extension Service,1982,,,,crop production|| corn|| fertilizer application|| weed control|| disease control|| harvesting|| varieties||,4 pg,,article,,Texas,
L1466,"Anonymous,",The Cash Market for Soybeans.,Leaflet / Texas Agricultural Extension Service; no. 1466.,Texas Agricultural Extension Service,1978,,,,soybeans|| markets|| crop prices||,6 pg,,article,,Texas,
L1467,"Anonymous,",Forward Pricing Soybeans.,Leaflet / Texas Agricultural Extension Service; no. 1467.,Texas Agricultural Extension Service,1978,,forward pricing||,,soybeans|| markets|| crop prices||,6 pg,,article,,Texas,
L1468,"Anonymous,",Contracting Soybeans with Local Elevator.,Leaflet / Texas Agricultural Extension Service; no. 1468.,Texas Agricultural Extension Service,1978,,contracts||,,soybeans|| contracting|| ,6 pg,,article,,Texas,
L1469,"Anonymous,",The ABC's of Using Cash Contracts.,Leaflet / Texas Agricultural Extension Service; no. 1469.,Texas Agricultural Extension Service,1978,,cash contracts||,,soybeans|| markets|| contracting||,6 pg,,article,,Texas,
L1470,"Anonymous,",Hedging Soybeans in the Futures Market.,Leaflet / Texas Agricultural Extension Service; no. 1470.,Texas Agricultural Extension Service,1978,,,,soybeans|| futures trading|| markets||,6 pg,,article,,Texas,
L1475,"Anonymous,",Women's Guide to Men's Fashions.,Leaflet / Texas Agricultural Extension Service; no. 1475.,Texas Agricultural Extension Service,1982,,,,clothing and fashion|| males||,4 pg,,article,,Texas,
L1477,"Anonymous,",Clothing Dollars and Sense.,Leaflet / Texas Agricultural Extension Service; no. 1477.,Texas Agricultural Extension Service,1981,,,,clothing|| family resource management||,4 pg,,article,,Texas,
L1478,"Anonymous,",Appliances.,Leaflet / Texas Agricultural Extension Service; no. 1478.,Texas Agricultural Extension Service,1980,,,,household equipment||,4 pg,,article,,Texas,
L1480,"Anonymous,",Seeds and Plants…Flower and Vegetable Seeds.,Leaflet / Texas Agricultural Extension Service; no. 1480.,Texas Agricultural Extension Service,1981,,,,seeds|| vegetables|| flowers|| home gardening||,4 pg,,article,,Texas,
L1485,"Wolf, Kenneth,",Work Simplification.,Leaflet / Texas Agricultural Extension Service; no. 1485.,Texas Agricultural Extension Service,1977,,,,human resources|| labor||,2 pg,,article,,Texas,
L1498,"Welch, Charles D.|| Gray, Carl|| Pennington, H. Dale|| Hoverson, Richard R.",Field and Forage Crop Fertilization in the Lower Rio Grande Valley.,Leaflet / Texas Agricultural Extension Service; no. 1498.,Texas Agricultural Extension Service,1978,,,,fertilizer application|| micronutrients|| forage|| soil fertility||,4 pg,,article,,Texas,
L1501,"Coble, Sally",Food Safety for Your Family's Sake.,Leaflet / Texas Agricultural Extension Service; no. 1501.,Texas Agricultural Extension Service,1977,,,,food safety|| foodborne illnesses|| ,4 pg,,article,,Texas,
L1502,"Sweeten, Mary K.",Dealing With the Diabetic Diet.,Leaflet / Texas Agricultural Extension Service; no. 1502.,Texas Agricultural Extension Service,1977,,,,diabetic diet|| meal planning|| food preparation||,4 pg,,article,,Texas,
L1502,"Sweeten, Mary K.",Dealing With the Diabetic Diet.,Leaflet / Texas Agricultural Extension Service; no. 1502.,Texas Agricultural Extension Service,1983,,,,diabetic diet|| meal planning|| food preparation||,4 pg,,article,,Texas,
L1502,"Sweeten, Mary K.",Dealing With the Diabetic Diet.,Leaflet / Texas Agricultural Extension Service; no. 1502.,Texas Agricultural Extension Service,1989,,,,diabetic diet|| meal planning|| food preparation||,4 pg,,article,,Texas,
